Income,LoanAmount,CreditScore,InterestRate,Education,EmploymentType,HasMortgage,HasDependents,LoanPurpose,Default
48192,124398,357,12,High School,Unemployed,Yes,No,Education,0
121746,83985,782,15.67,PhD,Full-time,No,Yes,Education,0
143374,94228,553,21.37,Master's,Full-time,No,No,Education,0
20637,220368,391,16.84,Bachelor's,Unemployed,Yes,Yes,Business,0
60267,73058,541,23.85,Bachelor's,Part-time,Yes,No,Education,0
63852,117060,600,2.15,Bachelor's,Self-employed,No,No,Home,0
20173,111462,399,20.57,Master's,Part-time,Yes,No,Auto,0
40849,100326,684,12.81,PhD,Full-time,Yes,Yes,Business,0
118231,21839,353,20.44,Master's,Unemployed,No,Yes,Auto,1
17652,96989,778,5.23,High School,Unemployed,Yes,Yes,Business,1
130006,241986,505,21.83,PhD,Unemployed,No,Yes,Home,0
108984,124105,749,9.91,Master's,Unemployed,Yes,No,Business,0
66633,147532,479,22.57,Bachelor's,Self-employed,No,No,Education,0
72128,107866,795,2.4,Bachelor's,Unemployed,No,No,Auto,0
88936,75430,819,12.67,High School,Part-time,No,No,Auto,0
112979,81255,519,16.64,Bachelor's,Unemployed,No,Yes,Business,1
123249,124155,751,2.28,Bachelor's,Unemployed,No,Yes,Auto,0
21654,23695,613,24.59,High School,Self-employed,Yes,No,Business,0
27350,152726,659,8.71,Master's,Full-time,Yes,Yes,Other,0
128467,46324,589,9.05,PhD,Full-time,Yes,Yes,Education,0
133927,41217,396,19.66,PhD,Part-time,Yes,No,Home,0
76693,234684,688,3.43,High School,Full-time,Yes,Yes,Home,0
61938,211214,478,15.13,Bachelor's,Full-time,Yes,Yes,Auto,0
37741,170982,682,22.74,PhD,Unemployed,No,No,Other,0
67432,180811,368,17.33,High School,Full-time,No,Yes,Auto,0
114221,101483,383,8.23,PhD,Full-time,Yes,No,Home,0
78344,114679,758,12.5,High School,Full-time,Yes,No,Home,0
92322,15574,797,4.2,High School,Self-employed,Yes,No,Business,0
100585,188157,425,18.26,PhD,Unemployed,Yes,Yes,Other,0
18774,83914,541,6.48,Master's,Unemployed,Yes,No,Other,0
31840,231692,315,10.81,PhD,Unemployed,Yes,No,Auto,0
141069,195161,308,24.95,PhD,Full-time,Yes,No,Home,0
148167,184300,529,15.33,Master's,Full-time,No,Yes,Auto,0
76816,16879,625,3.45,Master's,Self-employed,No,No,Education,0
78922,70519,819,18.9,Bachelor's,Unemployed,No,Yes,Education,0
149124,150455,340,5.11,Master's,Unemployed,Yes,Yes,Business,0
104332,44634,523,2.4,PhD,Unemployed,No,Yes,Home,0
27720,148839,328,4.09,PhD,Self-employed,No,No,Auto,0
33713,162890,429,18.48,Master's,Full-time,Yes,No,Business,1
140654,143590,745,9.08,PhD,Unemployed,Yes,Yes,Other,0
48272,78382,552,19.27,Master's,Self-employed,No,No,Other,0
124434,134881,676,9.02,High School,Self-employed,Yes,No,Home,0
110760,55448,846,10.6,PhD,Full-time,No,Yes,Auto,0
39617,229127,718,3.39,PhD,Self-employed,Yes,Yes,Education,0
73333,163854,418,2.49,Bachelor's,Full-time,No,Yes,Education,0
59567,140752,679,24.37,Bachelor's,Part-time,Yes,No,Home,0
141077,175295,336,10.23,PhD,Unemployed,No,No,Other,0
17040,242851,590,4.59,Bachelor's,Unemployed,Yes,Yes,Business,1
121648,219317,477,16.51,Master's,Part-time,Yes,Yes,Business,0
29452,239488,521,22.56,Bachelor's,Part-time,Yes,Yes,Home,0
51763,25258,836,13.92,Master's,Unemployed,No,No,Home,0
65712,225715,779,18.12,High School,Unemployed,No,No,Other,0
82429,143286,575,21.21,Bachelor's,Unemployed,No,Yes,Auto,0
61814,238404,706,23.6,Master's,Full-time,No,No,Auto,0
88545,103036,832,17.7,High School,Self-employed,Yes,Yes,Auto,0
93600,123820,314,18.84,PhD,Unemployed,Yes,Yes,Other,0
47220,227913,628,6.05,PhD,Full-time,Yes,Yes,Home,0
63906,16929,820,19.38,PhD,Self-employed,Yes,Yes,Education,0
102348,199558,426,20.81,Master's,Self-employed,Yes,No,Home,0
57428,172712,688,16.2,PhD,Unemployed,No,Yes,Business,0
116890,173922,624,12.31,High School,Full-time,Yes,No,Business,0
71228,13094,658,20.37,High School,Self-employed,No,No,Home,0
89871,237453,514,11.51,High School,Self-employed,No,No,Home,0
59679,41640,468,3.42,High School,Unemployed,No,Yes,Other,0
134704,29895,675,2.44,Master's,Part-time,Yes,No,Other,0
111484,179431,462,6.99,Master's,Part-time,Yes,Yes,Education,0
51983,31518,654,14.42,PhD,Full-time,Yes,Yes,Education,0
31776,54552,846,16.85,Master's,Self-employed,No,Yes,Auto,0
84221,64967,841,3.02,Bachelor's,Self-employed,Yes,No,Auto,0
137793,9326,582,19.01,Master's,Unemployed,Yes,Yes,Education,0
17386,146127,807,2.2,Master's,Self-employed,Yes,Yes,Business,0
89353,206666,736,11.09,PhD,Unemployed,No,No,Other,0
22183,62854,814,15.2,PhD,Self-employed,Yes,Yes,Other,0
69232,189473,533,11.82,High School,Full-time,No,Yes,Auto,0
146170,137549,394,21.88,High School,Self-employed,No,Yes,Other,0
87368,140041,688,14.68,Bachelor's,Unemployed,No,No,Auto,0
102040,76310,639,8.81,High School,Unemployed,No,No,Education,0
52025,67834,375,17.67,PhD,Self-employed,No,Yes,Home,1
138231,200270,430,2.81,High School,Unemployed,No,No,Business,0
15835,201984,533,10.27,PhD,Part-time,Yes,No,Business,1
81775,141806,492,10.25,Bachelor's,Self-employed,Yes,Yes,Education,0
137893,230617,602,23.59,Master's,Part-time,No,No,Other,1
143145,136226,801,12.91,High School,Part-time,No,No,Education,0
69658,77024,613,15.91,Bachelor's,Full-time,No,Yes,Business,0
42365,238786,848,12.61,Master's,Part-time,Yes,No,Business,0
47475,124703,490,3.84,Master's,Full-time,Yes,Yes,Home,0
102061,174576,570,18.59,Master's,Self-employed,No,No,Education,0
32872,245557,356,18.38,PhD,Self-employed,Yes,No,Auto,1
45205,120392,321,20.29,Master's,Self-employed,Yes,No,Other,0
92683,16926,348,12.85,PhD,Full-time,No,No,Education,1
93968,170511,589,5,High School,Part-time,No,No,Auto,0
123867,164478,624,18.1,High School,Part-time,Yes,No,Auto,0
27972,196881,497,24.09,Master's,Unemployed,No,Yes,Other,0
126212,41898,347,5.74,Bachelor's,Unemployed,No,Yes,Business,0
38007,112460,778,22.33,Master's,Self-employed,Yes,Yes,Business,0
41018,13161,773,13.75,High School,Part-time,Yes,Yes,Education,0
93604,181932,530,12.62,High School,Unemployed,Yes,Yes,Business,0
132011,85315,386,14.15,High School,Unemployed,No,Yes,Business,0
131630,12855,844,8.77,PhD,Unemployed,No,Yes,Home,0
61641,151495,781,9.71,Master's,Self-employed,Yes,Yes,Other,0
64362,231748,572,12.76,Bachelor's,Self-employed,No,Yes,Business,0
99792,8771,398,9.64,Master's,Unemployed,Yes,Yes,Education,0
36498,212049,659,19.38,Bachelor's,Part-time,No,No,Business,0
120799,160508,774,13.58,Master's,Part-time,Yes,Yes,Home,0
49425,57188,622,20.45,High School,Unemployed,No,Yes,Home,0
93915,194576,755,4.14,Master's,Self-employed,No,No,Business,0
63063,223910,391,18.23,Master's,Part-time,Yes,No,Business,0
24511,111454,509,21.56,High School,Unemployed,Yes,Yes,Auto,1
126328,114614,327,23.9,High School,Part-time,Yes,Yes,Home,0
94373,219811,516,24.84,High School,Unemployed,Yes,No,Other,0
27582,76959,736,14.1,PhD,Part-time,Yes,No,Business,0
139453,198430,427,24.05,Bachelor's,Full-time,No,Yes,Business,1
144961,167257,404,22.8,Master's,Self-employed,Yes,Yes,Other,0
90005,186931,348,15.58,PhD,Unemployed,No,No,Auto,0
79626,167422,802,14.97,High School,Full-time,Yes,No,Education,0
17548,216926,413,6.82,High School,Part-time,Yes,Yes,Other,0
141382,108670,450,23.34,Master's,Part-time,Yes,No,Home,0
147977,226560,474,3.7,Master's,Full-time,Yes,Yes,Auto,0
124581,109124,740,8.4,PhD,Part-time,No,No,Business,0
128106,159798,326,17.24,Bachelor's,Self-employed,Yes,No,Home,0
63142,133094,561,20.79,Bachelor's,Full-time,Yes,Yes,Business,0
109534,190112,493,16.56,Bachelor's,Full-time,No,No,Home,0
58742,166870,515,12.56,Master's,Full-time,Yes,No,Business,0
51898,180743,425,13.38,PhD,Unemployed,No,No,Home,0
149401,157225,531,16.75,Bachelor's,Self-employed,No,No,Other,0
66914,155381,483,13.77,Master's,Unemployed,Yes,No,Other,0
39704,207773,574,6.15,High School,Full-time,No,No,Education,0
66919,105483,763,17.79,PhD,Part-time,No,No,Home,1
95073,58678,619,22.31,High School,Self-employed,Yes,Yes,Education,1
81026,14819,799,22.18,PhD,Part-time,No,Yes,Home,0
36361,177517,616,17.66,Bachelor's,Full-time,Yes,Yes,Education,1
22439,145160,391,4.94,High School,Self-employed,No,No,Other,0
117983,63410,651,12.35,High School,Self-employed,Yes,No,Other,0
44847,116254,370,23.4,High School,Self-employed,No,Yes,Auto,0
34185,249981,588,9.27,PhD,Unemployed,Yes,No,Auto,0
138349,11291,586,16.7,High School,Part-time,Yes,Yes,Auto,0
149583,11688,688,13.68,Master's,Part-time,No,Yes,Auto,0
114342,6145,335,6.75,High School,Self-employed,Yes,Yes,Education,0
128267,115829,316,13.35,Master's,Unemployed,No,No,Business,1
107245,22876,655,20.09,PhD,Unemployed,Yes,Yes,Business,1
78487,219555,549,5.09,PhD,Full-time,No,No,Education,0
111319,76004,612,7.99,Bachelor's,Unemployed,Yes,No,Other,0
146514,223500,782,18.44,PhD,Full-time,No,Yes,Education,0
140672,196317,644,17.09,High School,Full-time,Yes,Yes,Auto,0
70166,161776,437,19.14,Bachelor's,Part-time,No,Yes,Auto,0
102399,32849,732,24.39,PhD,Full-time,Yes,No,Business,0
29874,213370,408,19.23,PhD,Part-time,Yes,No,Education,0
132245,194779,459,15.98,PhD,Full-time,Yes,No,Other,0
32267,176703,593,4.13,Bachelor's,Self-employed,No,Yes,Home,0
70107,101590,790,10.5,PhD,Part-time,No,Yes,Education,0
36174,244074,459,12.43,PhD,Part-time,Yes,No,Business,0
44221,115104,678,18.77,High School,Self-employed,No,Yes,Education,0
86673,176435,791,22.36,Bachelor's,Full-time,No,Yes,Auto,0
32674,112485,838,3.75,Bachelor's,Full-time,Yes,Yes,Auto,0
90411,184964,799,22.5,Bachelor's,Full-time,No,No,Auto,0
106823,205504,737,4.48,High School,Unemployed,Yes,Yes,Business,0
134679,200354,427,17.23,High School,Unemployed,No,Yes,Business,0
145346,167244,539,23.11,High School,Full-time,No,Yes,Education,0
46473,23295,634,22.72,High School,Self-employed,No,No,Auto,0
143249,150763,657,17.64,High School,Unemployed,Yes,Yes,Home,0
28134,47262,614,14.38,Bachelor's,Self-employed,No,No,Education,0
70463,234559,582,6.55,PhD,Unemployed,Yes,Yes,Business,0
87494,24253,468,16.97,Bachelor's,Part-time,Yes,No,Auto,0
26033,193185,353,13.57,High School,Self-employed,No,No,Other,0
120661,124367,311,23.03,High School,Full-time,No,No,Education,1
60988,217243,414,15.08,Master's,Full-time,Yes,No,Auto,0
105996,114969,520,10.86,High School,Unemployed,No,Yes,Other,0
105224,74653,667,11.47,Master's,Part-time,No,Yes,Education,0
41953,123844,412,14.71,PhD,Self-employed,Yes,Yes,Auto,0
71109,51303,331,24.4,Master's,Full-time,Yes,Yes,Business,0
85297,169882,732,8.57,PhD,Self-employed,No,Yes,Home,0
69180,38859,408,18.95,Master's,Part-time,No,Yes,Home,0
72845,200140,645,2.95,Master's,Full-time,No,Yes,Home,0
74490,17140,346,9.43,PhD,Part-time,No,Yes,Other,0
147330,73793,841,6.11,High School,Self-employed,No,No,Auto,0
107039,173698,456,18.85,PhD,Self-employed,No,Yes,Home,0
88829,228599,576,6.68,High School,Part-time,Yes,No,Education,0
49494,26643,635,6.6,Bachelor's,Full-time,No,No,Home,0
111867,203067,800,5.29,Bachelor's,Self-employed,No,Yes,Other,0
132254,41846,805,14.45,Bachelor's,Part-time,No,No,Home,0
67367,200876,656,19.13,Master's,Self-employed,No,No,Home,1
82031,172806,680,2.04,Master's,Full-time,No,Yes,Home,0
105248,22060,597,17.47,High School,Unemployed,Yes,Yes,Home,0
123849,225185,544,12.94,PhD,Part-time,No,No,Other,0
110594,196699,709,2.13,Master's,Part-time,No,Yes,Home,0
94099,22482,363,4.76,High School,Self-employed,No,No,Education,0
137552,213202,341,14.3,Bachelor's,Full-time,Yes,Yes,Home,0
126681,244867,627,21.35,PhD,Part-time,Yes,Yes,Education,1
57696,138426,514,12.26,High School,Self-employed,Yes,No,Education,0
146373,143451,498,2.58,High School,Part-time,No,Yes,Education,0
139011,52242,812,24.41,High School,Self-employed,Yes,Yes,Auto,0
98586,240690,514,5.5,Bachelor's,Full-time,Yes,Yes,Home,0
82492,234991,661,7.74,Bachelor's,Full-time,Yes,Yes,Education,0
56379,198747,742,11.32,PhD,Self-employed,Yes,Yes,Other,0
102027,196543,418,24.27,Bachelor's,Full-time,No,Yes,Other,0
67227,203803,603,14.91,Master's,Unemployed,No,No,Auto,0
17210,203176,747,13.02,Bachelor's,Unemployed,No,No,Education,0
101388,104782,332,3.7,Master's,Full-time,Yes,Yes,Home,0
21860,157939,624,16.76,Bachelor's,Part-time,Yes,No,Auto,0
120121,178573,490,2.92,Bachelor's,Unemployed,No,Yes,Home,0
37505,237748,530,11.87,Bachelor's,Part-time,Yes,Yes,Home,0
87189,210065,522,16.73,Bachelor's,Full-time,Yes,Yes,Other,0
102929,133118,733,16.89,High School,Self-employed,No,No,Auto,0
18978,29597,651,23.43,Bachelor's,Part-time,Yes,No,Auto,0
114212,80042,684,18.92,Master's,Unemployed,Yes,No,Other,0
16246,24976,615,12.28,High School,Unemployed,Yes,No,Home,0
74684,218514,664,19.69,PhD,Full-time,No,No,Other,0
108362,118827,599,15.28,Master's,Unemployed,No,Yes,Auto,0
101565,37172,435,20.9,High School,Self-employed,No,Yes,Auto,0
67161,197257,526,21.56,Bachelor's,Part-time,Yes,No,Other,0
63374,129962,748,19.51,PhD,Self-employed,No,No,Business,0
47280,53521,450,15.83,High School,Self-employed,No,Yes,Education,1
144250,168307,466,17.26,Master's,Full-time,Yes,Yes,Other,0
143953,185378,323,18.23,Bachelor's,Full-time,Yes,No,Business,0
131367,122691,533,5.43,PhD,Self-employed,Yes,No,Auto,1
137997,123249,819,11.12,Bachelor's,Part-time,Yes,Yes,Business,0
120138,147124,694,2.99,Master's,Part-time,No,No,Other,0
127248,49383,443,11.33,High School,Unemployed,No,No,Other,0
117377,29829,330,18.7,Master's,Part-time,No,No,Business,0
60532,165665,585,18.56,Bachelor's,Full-time,No,No,Auto,0
109189,221203,473,9.16,Bachelor's,Unemployed,Yes,Yes,Business,0
103243,174419,438,13.58,High School,Unemployed,Yes,No,Business,1
15146,46440,830,15.83,High School,Full-time,No,Yes,Education,0
84778,174901,378,4.27,Master's,Full-time,No,No,Auto,0
47977,120397,601,5.75,High School,Part-time,No,Yes,Auto,0
27318,133306,528,7.52,Master's,Part-time,No,No,Auto,0
91005,5300,746,22.79,Bachelor's,Full-time,Yes,Yes,Other,0
79639,126167,379,17.74,PhD,Full-time,Yes,Yes,Auto,0
47937,110014,549,14.36,High School,Part-time,No,No,Business,0
148118,53466,635,4.63,High School,Unemployed,No,No,Business,0
37094,234153,503,23.4,High School,Part-time,Yes,Yes,Auto,1
133918,39336,343,4.71,Master's,Self-employed,No,Yes,Other,0
28806,206386,682,22.63,High School,Self-employed,Yes,No,Home,1
94671,192737,601,18.3,Master's,Self-employed,No,No,Home,0
87757,49732,735,18.67,Master's,Self-employed,No,Yes,Home,0
34019,248718,815,3.4,Bachelor's,Part-time,Yes,Yes,Auto,0
101526,194937,760,21.95,Bachelor's,Unemployed,No,No,Education,0
50645,180817,381,8.38,High School,Self-employed,No,No,Auto,0
35479,227931,844,24.48,PhD,Part-time,No,No,Business,0
130367,6379,547,5.7,Master's,Self-employed,No,No,Other,1
47350,205991,692,11.51,Bachelor's,Self-employed,No,No,Business,0
70614,7906,612,24.2,High School,Full-time,Yes,Yes,Auto,0
95578,84889,382,17.19,Bachelor's,Self-employed,Yes,No,Business,0
68551,235460,345,4.38,Master's,Self-employed,No,No,Education,0
107277,36779,660,24.19,Master's,Unemployed,No,No,Education,1
120135,60698,510,14.58,PhD,Full-time,No,No,Home,0
75536,143278,426,17.21,Master's,Part-time,No,No,Education,0
111357,93283,566,9.28,PhD,Part-time,No,Yes,Auto,0
110540,45290,774,12.64,High School,Part-time,No,No,Education,0
89466,200660,817,8.33,Master's,Self-employed,No,Yes,Home,0
87119,99690,528,2.98,High School,Full-time,Yes,No,Auto,0
132033,138152,713,20.65,PhD,Self-employed,Yes,Yes,Home,0
27555,135027,548,24.94,High School,Unemployed,No,No,Auto,1
37559,70022,328,17.73,Master's,Full-time,Yes,No,Other,0
84188,93155,849,20.41,PhD,Part-time,No,No,Other,0
124641,105755,347,17.85,High School,Part-time,Yes,Yes,Education,0
60155,192475,543,21.29,PhD,Part-time,Yes,No,Education,0
56551,198043,374,23.45,PhD,Part-time,Yes,No,Business,1
138614,24276,530,19.6,Bachelor's,Full-time,No,No,Other,0
149217,211981,418,14.05,Bachelor's,Full-time,Yes,Yes,Other,0
36780,33081,443,16.85,Master's,Unemployed,Yes,No,Auto,0
82388,247864,663,11.24,High School,Part-time,No,Yes,Business,0
87171,94194,480,2.26,Master's,Full-time,No,No,Education,0
18039,10936,699,9.08,High School,Part-time,Yes,No,Business,0
89466,8441,788,9.39,PhD,Part-time,No,Yes,Education,0
98011,211190,306,21.27,PhD,Full-time,No,Yes,Auto,0
50603,23137,401,12.83,Bachelor's,Unemployed,No,Yes,Business,0
131436,170983,519,17.43,PhD,Part-time,No,Yes,Home,1
33681,186455,408,7.92,Master's,Self-employed,No,Yes,Home,0
61954,56797,807,8.38,PhD,Unemployed,Yes,Yes,Business,0
98325,76668,555,20.34,PhD,Full-time,No,Yes,Auto,0
94779,110418,486,2.74,Bachelor's,Full-time,No,No,Education,0
115693,228112,802,20.05,Master's,Full-time,Yes,No,Home,0
76443,216908,816,12.54,Master's,Full-time,No,Yes,Business,1
52450,170387,703,23.15,PhD,Part-time,Yes,Yes,Other,0
113965,169821,580,12.63,High School,Full-time,Yes,No,Home,0
38777,108152,523,22.24,Master's,Unemployed,No,Yes,Other,0
53811,170280,760,13.35,High School,Part-time,No,Yes,Business,1
66786,61328,673,12.61,Bachelor's,Part-time,Yes,No,Education,0
44670,89291,491,5.89,High School,Unemployed,Yes,No,Other,0
16615,98999,661,18.61,High School,Part-time,Yes,No,Auto,0
131441,127477,568,3.28,Bachelor's,Self-employed,Yes,No,Education,0
84989,53171,672,7.45,PhD,Part-time,No,No,Auto,0
126430,117175,645,14.02,Master's,Unemployed,No,No,Auto,0
91098,44807,420,23.24,High School,Self-employed,No,No,Other,1
66040,51596,837,24.46,High School,Full-time,No,No,Home,0
115981,14841,319,8.13,Bachelor's,Self-employed,No,No,Auto,0
92361,54703,845,10.9,Bachelor's,Part-time,Yes,Yes,Other,0
141162,53706,823,12.06,PhD,Full-time,Yes,No,Home,0
40223,74003,653,20.07,High School,Self-employed,Yes,No,Home,0
55872,182117,805,12.32,Master's,Self-employed,No,Yes,Auto,0
86751,239480,638,12.69,Master's,Self-employed,Yes,Yes,Business,0
124970,220393,521,20.37,PhD,Unemployed,No,No,Home,0
29587,75103,305,15.83,PhD,Unemployed,No,Yes,Home,0
42448,237573,553,22.43,High School,Full-time,Yes,No,Education,0
44694,52193,781,5.81,Bachelor's,Self-employed,Yes,Yes,Other,0
111182,137179,454,22.01,Master's,Part-time,No,Yes,Education,0
72255,8365,411,9.25,PhD,Self-employed,No,Yes,Other,0
68151,73248,813,9.92,PhD,Unemployed,Yes,Yes,Other,0
90733,18629,820,6.39,Master's,Unemployed,Yes,Yes,Education,0
116182,160608,615,11.24,Master's,Unemployed,Yes,Yes,Home,0
16840,27402,658,10.07,High School,Unemployed,Yes,No,Other,0
148310,166748,353,12.4,PhD,Self-employed,Yes,No,Auto,1
74518,129238,632,14.81,High School,Full-time,Yes,No,Other,0
57882,25631,653,6.82,Master's,Part-time,Yes,No,Auto,0
92298,141113,665,3.66,Bachelor's,Part-time,Yes,No,Home,0
107823,84000,510,19.71,High School,Unemployed,No,No,Education,1
99728,71749,508,10.29,Master's,Full-time,No,Yes,Business,0
35169,35659,401,13.41,Bachelor's,Unemployed,No,No,Business,0
53169,231453,786,24.01,PhD,Full-time,Yes,No,Other,0
140208,232374,568,22.7,Master's,Part-time,No,No,Home,1
75630,206518,303,14.74,Master's,Self-employed,Yes,No,Business,0
91123,233415,670,14.43,PhD,Unemployed,No,Yes,Auto,0
15269,174474,361,8.36,Master's,Full-time,No,No,Home,0
54447,34801,680,16.5,High School,Self-employed,Yes,No,Education,0
16970,123568,714,7.23,Bachelor's,Full-time,Yes,Yes,Business,0
127234,134775,584,23.31,Master's,Self-employed,Yes,Yes,Education,0
83743,237616,310,12.2,High School,Full-time,No,No,Home,0
76742,134918,780,24.17,PhD,Unemployed,Yes,No,Auto,0
29864,137511,487,23.56,PhD,Full-time,Yes,Yes,Business,0
73733,116580,809,11.38,Bachelor's,Self-employed,Yes,No,Business,0
70872,197903,773,15.48,Master's,Part-time,No,Yes,Business,0
32864,244044,398,3.55,High School,Full-time,Yes,Yes,Home,0
135783,65565,588,24.97,Bachelor's,Full-time,No,No,Other,0
142666,122455,311,23.46,Master's,Self-employed,Yes,No,Education,0
63554,141390,731,6.46,PhD,Full-time,Yes,Yes,Other,0
89848,190465,650,7.56,High School,Full-time,No,Yes,Other,1
122396,195908,581,7.89,Bachelor's,Full-time,No,No,Auto,0
135679,51103,647,5.61,Bachelor's,Part-time,No,Yes,Auto,0
26870,107934,326,20,Bachelor's,Full-time,Yes,Yes,Business,0
41862,32594,490,16.88,Bachelor's,Unemployed,No,No,Education,0
15219,134056,840,20.58,High School,Self-employed,No,Yes,Education,0
98570,115793,721,17.33,PhD,Self-employed,Yes,No,Other,0
47534,143638,709,3.99,Bachelor's,Full-time,Yes,Yes,Education,0
99262,75532,705,14.2,High School,Unemployed,Yes,No,Business,1
101751,46255,573,23.74,High School,Unemployed,Yes,Yes,Other,1
70956,46640,785,24.64,Bachelor's,Part-time,No,No,Other,0
104118,220520,328,18.13,Master's,Full-time,No,Yes,Business,0
129310,69061,444,8.29,Bachelor's,Part-time,No,Yes,Other,0
89013,38654,639,2.09,Bachelor's,Full-time,No,No,Home,0
131482,136431,625,9.48,High School,Full-time,No,No,Education,0
39711,105230,514,17.57,High School,Full-time,Yes,Yes,Auto,0
41789,205149,699,7.48,High School,Self-employed,Yes,Yes,Other,0
26262,112533,662,24.13,Master's,Part-time,No,Yes,Auto,0
124216,37950,559,5.18,PhD,Self-employed,Yes,Yes,Home,0
128274,198187,721,8.19,High School,Self-employed,No,Yes,Other,0
105135,104418,591,7.77,Master's,Full-time,Yes,No,Business,0
44140,241363,672,13.4,Bachelor's,Unemployed,Yes,No,Auto,0
18055,80824,828,8.19,PhD,Unemployed,No,No,Home,1
104428,73363,317,16.72,PhD,Unemployed,No,No,Auto,0
67654,44740,697,10.75,Bachelor's,Self-employed,No,No,Business,0
53152,231138,637,9.52,High School,Part-time,Yes,Yes,Home,0
46628,36376,563,17.24,Bachelor's,Unemployed,No,No,Other,0
143626,134361,387,15.16,High School,Unemployed,Yes,No,Business,0
54567,33890,484,12.55,Master's,Full-time,Yes,Yes,Auto,0
134208,37278,608,8.19,PhD,Self-employed,No,Yes,Business,0
53356,237867,670,8.35,PhD,Full-time,Yes,Yes,Home,0
124486,80787,546,15.45,PhD,Full-time,No,Yes,Other,0
48138,18025,360,17.55,Master's,Unemployed,Yes,Yes,Auto,0
76425,134905,339,16.08,High School,Part-time,Yes,No,Education,0
81352,202451,331,10.42,Bachelor's,Unemployed,Yes,Yes,Education,0
127602,62566,400,10.85,Bachelor's,Unemployed,Yes,No,Other,1
83307,96704,392,24.97,Master's,Self-employed,Yes,No,Other,0
30778,17774,580,14.33,High School,Unemployed,No,Yes,Other,0
51310,80277,661,21.24,Master's,Part-time,No,Yes,Other,0
78974,221671,307,16.11,Master's,Unemployed,Yes,Yes,Education,1
149068,155675,438,9.9,Master's,Part-time,No,Yes,Home,0
78740,94647,770,13.53,PhD,Part-time,No,No,Business,0
52757,56633,314,19.77,Master's,Part-time,Yes,No,Education,1
56892,103803,557,5.07,High School,Unemployed,Yes,No,Education,0
130963,33594,316,21.29,Master's,Full-time,No,Yes,Other,0
98798,122617,696,18.03,PhD,Full-time,Yes,No,Education,0
72476,123494,528,18.48,Bachelor's,Unemployed,No,Yes,Education,0
31901,56539,788,5.67,PhD,Self-employed,No,Yes,Other,0
116863,201785,574,19.85,High School,Part-time,Yes,Yes,Auto,0
85864,73334,559,7.48,Master's,Self-employed,Yes,No,Business,0
31569,48332,478,16.83,Bachelor's,Self-employed,Yes,Yes,Home,0
90679,213742,448,11.26,PhD,Self-employed,No,No,Auto,0
129772,238316,392,17.66,High School,Full-time,No,Yes,Auto,0
113232,101176,342,12.57,Master's,Full-time,No,No,Home,0
16306,192428,665,18.36,Master's,Unemployed,No,No,Auto,0
59797,221215,547,23.24,PhD,Full-time,No,Yes,Home,0
101843,82707,569,16.98,PhD,Unemployed,Yes,Yes,Business,0
17692,12200,402,10.35,PhD,Self-employed,Yes,No,Home,0
52522,82020,781,14.91,Master's,Part-time,No,No,Business,0
89663,77040,701,13.46,Bachelor's,Part-time,No,No,Business,0
78968,120715,558,8.94,Master's,Self-employed,Yes,No,Education,0
92584,225184,363,18.46,Bachelor's,Self-employed,Yes,Yes,Auto,0
116347,144259,658,21.29,PhD,Full-time,No,No,Other,0
101959,131527,428,2.37,PhD,Self-employed,Yes,No,Other,0
61152,244180,447,5.94,Bachelor's,Self-employed,No,No,Education,0
37583,236850,626,2.3,Master's,Self-employed,Yes,No,Home,0
21725,217056,339,20.64,Master's,Part-time,No,Yes,Home,0
26554,115877,344,10.18,Bachelor's,Part-time,No,Yes,Auto,0
30591,189437,526,5.07,Bachelor's,Full-time,No,No,Education,0
25019,145017,350,3.37,High School,Full-time,Yes,No,Education,0
80551,142524,490,19.99,PhD,Full-time,No,No,Auto,0
144192,111811,693,18.42,High School,Unemployed,Yes,No,Education,0
98736,76884,762,14.19,Master's,Self-employed,No,Yes,Education,0
105293,135485,821,9.13,Bachelor's,Part-time,No,Yes,Other,0
80317,44991,301,23.28,Master's,Full-time,Yes,Yes,Home,0
21883,194252,459,9.1,Bachelor's,Unemployed,No,Yes,Education,0
101348,202543,713,7.18,Bachelor's,Unemployed,Yes,No,Education,0
22408,38206,318,7.74,Bachelor's,Self-employed,No,No,Business,0
51998,239430,432,21.59,Bachelor's,Unemployed,Yes,Yes,Auto,0
16303,63243,409,12.56,Master's,Unemployed,Yes,No,Auto,0
96995,162787,388,6.61,High School,Self-employed,Yes,Yes,Education,0
76424,25346,588,5.71,Bachelor's,Part-time,No,Yes,Auto,0
39652,213491,610,21.91,High School,Unemployed,Yes,No,Auto,1
94742,247663,320,16.13,High School,Part-time,No,No,Education,0
52455,76401,705,3.73,PhD,Full-time,No,Yes,Other,0
117155,189162,672,2.84,High School,Full-time,Yes,Yes,Business,0
49217,172083,818,3.84,Master's,Full-time,No,No,Other,0
76278,221221,743,5.53,Bachelor's,Self-employed,Yes,No,Education,0
63685,216135,413,22.78,Bachelor's,Unemployed,No,Yes,Education,0
139851,106403,379,19.73,Master's,Full-time,Yes,No,Education,0
74577,58837,305,11.21,PhD,Unemployed,Yes,No,Business,0
99373,51011,846,23.71,High School,Full-time,No,Yes,Other,0
93967,212416,520,12.03,Bachelor's,Unemployed,Yes,Yes,Other,1
29193,120522,567,12.12,Master's,Self-employed,Yes,No,Auto,0
